 Total (p,pp) knockout cross section (mb)                                       
  
      9.931
  
 Momentum distributions
    Q_i             dS/dQ_z          dS/dQ_t          dS/dQ_y          dS/dQ
  (MeV/C)          (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)
  -986.635          0.00000         0.104400E-04     0.189219E-06     0.266485E-05
  -983.357          0.00000         0.105176E-04     0.345825E-06     0.265537E-05
  -980.079          0.00000         0.105919E-04     0.442100E-06     0.264332E-05
  -976.801          0.00000         0.106626E-04     0.523965E-06     0.262867E-05
  -973.524          0.00000         0.107295E-04     0.598818E-06     0.261145E-05
  -970.246          0.00000         0.107924E-04     0.674258E-06     0.259168E-05
  -966.968          0.00000         0.108509E-04     0.742512E-06     0.256940E-05
  -963.690          0.00000         0.109050E-04     0.795761E-06     0.254468E-05
  -960.412          0.00000         0.109543E-04     0.856987E-06     0.251762E-05
  -957.134          0.00000         0.109986E-04     0.910564E-06     0.248832E-05
  -953.856          0.00000         0.110379E-04     0.956771E-06     0.245694E-05
  -950.579          0.00000         0.110718E-04     0.101084E-05     0.242365E-05
  -947.301          0.00000         0.111002E-04     0.104957E-05     0.238865E-05
  -944.023          0.00000         0.111230E-04     0.110367E-05     0.235217E-05
  -940.745          0.00000         0.111400E-04     0.115004E-05     0.231449E-05
  -937.467          0.00000         0.111511E-04     0.118845E-05     0.227591E-05
  -934.189          0.00000         0.111563E-04     0.123470E-05     0.223678E-05
  -930.911          0.00000         0.111555E-04     0.127291E-05     0.219748E-05
  -927.634          0.00000         0.111487E-04     0.130320E-05     0.215843E-05
  -924.356          0.00000         0.111360E-04     0.134857E-05     0.212013E-05
  -921.078          0.00000         0.111173E-04     0.138628E-05     0.208307E-05
  -917.800          0.00000         0.110927E-04     0.141589E-05     0.204784E-05
  -914.522          0.00000         0.110625E-04     0.146058E-05     0.201506E-05
  -911.244          0.00000         0.110268E-04     0.148949E-05     0.198540E-05
  -907.966          0.00000         0.109859E-04     0.152560E-05     0.195959E-05
  -904.689          0.00000         0.109400E-04     0.155372E-05     0.193842E-05
  -901.411          0.00000         0.108896E-04     0.158157E-05     0.192274E-05
  -898.133          0.00000         0.108350E-04     0.160885E-05     0.191347E-05
  -894.855          0.00000         0.107767E-04     0.163594E-05     0.191159E-05
  -891.577          0.00000         0.107154E-04     0.167795E-05     0.191814E-05
  -888.299          0.00000         0.106517E-04     0.170403E-05     0.193423E-05
  -885.021          0.00000         0.105862E-04     0.172982E-05     0.196107E-05
  -881.744          0.00000         0.105199E-04     0.175540E-05     0.199991E-05
  -878.466          0.00000         0.104536E-04     0.178068E-05     0.205208E-05
  -875.188          0.00000         0.103883E-04     0.180560E-05     0.211902E-05
  -871.910          0.00000         0.103252E-04     0.181498E-05     0.220221E-05
  -868.632          0.00000         0.102654E-04     0.183970E-05     0.230324E-05
  -865.354          0.00000         0.102103E-04     0.186434E-05     0.242377E-05
  -862.076          0.00000         0.101614E-04     0.188904E-05     0.256555E-05
  -858.799          0.00000         0.101201E-04     0.191404E-05     0.273042E-05
  -855.521          0.00000         0.100882E-04     0.193124E-05     0.292030E-05
  -852.243          0.00000         0.100675E-04     0.195696E-05     0.313719E-05
  -848.965          0.00000         0.100599E-04     0.198315E-05     0.338321E-05
  -845.687          0.00000         0.100676E-04     0.200990E-05     0.366054E-05
  -842.409          0.00000         0.100927E-04     0.202150E-05     0.397148E-05
  -839.131          0.00000         0.101377E-04     0.205022E-05     0.431838E-05
  -835.854          0.00000         0.102052E-04     0.207260E-05     0.470371E-05
  -832.576          0.00000         0.102977E-04     0.210402E-05     0.513004E-05
  -829.298          0.00000         0.104182E-04     0.212202E-05     0.560000E-05
  -826.020          0.00000         0.105697E-04     0.215717E-05     0.611632E-05
  -822.742          0.00000         0.107554E-04     0.219470E-05     0.668183E-05
  -819.464          0.00000         0.109786E-04     0.222682E-05     0.729943E-05
  -816.186          0.00000         0.112429E-04     0.227023E-05     0.797212E-05
  -812.909          0.00000         0.115519E-04     0.230158E-05     0.870296E-05
  -809.631          0.00000         0.119096E-04     0.234444E-05     0.949511E-05
  -806.353          0.00000         0.123200E-04     0.239907E-05     0.103518E-04
  -803.075          0.00000         0.127874E-04     0.244312E-05     0.112763E-04
  -799.797          0.00000         0.133161E-04     0.250737E-05     0.122720E-04
  -796.519          0.00000         0.139107E-04     0.256907E-05     0.133423E-04
  -793.241          0.00000         0.145760E-04     0.262987E-05     0.144908E-04
  -789.964          0.00000         0.153169E-04     0.271267E-05     0.157209E-04
  -786.686          0.00000         0.161386E-04     0.279597E-05     0.170362E-04
  -783.408          0.00000         0.170463E-04     0.287989E-05     0.184403E-04
  -780.130          0.00000         0.180454E-04     0.298647E-05     0.199368E-04
  -776.852          0.00000         0.191415E-04     0.309453E-05     0.215295E-04
  -773.574          0.00000         0.203404E-04     0.320432E-05     0.232220E-04
  -770.296          0.00000         0.216479E-04     0.333605E-05     0.250178E-04
  -767.019          0.00000         0.230701E-04     0.348621E-05     0.269207E-04
  -763.741          0.00000         0.246131E-04     0.363303E-05     0.289342E-04
  -760.463          0.00000         0.262831E-04     0.379975E-05     0.310619E-04
  -757.185          0.00000         0.280866E-04     0.397552E-05     0.333071E-04
  -753.907          0.00000         0.300299E-04     0.417280E-05     0.356733E-04
  -750.629          0.00000         0.321196E-04     0.439116E-05     0.381638E-04
  -747.351          0.00000         0.343622E-04     0.461502E-05     0.407817E-04
  -744.074          0.00000         0.367644E-04     0.486815E-05     0.435299E-04
  -740.796          0.00000         0.393328E-04     0.512808E-05     0.464114E-04
  -737.518          0.00000         0.420741E-04     0.542104E-05     0.494287E-04
  -734.240          0.00000         0.449947E-04     0.570938E-05     0.525842E-04
  -730.962          0.00000         0.481014E-04     0.604834E-05     0.558802E-04
  -727.684          0.00000         0.514006E-04     0.641717E-05     0.593186E-04
  -724.406          0.00000         0.548987E-04     0.678750E-05     0.629010E-04
  -721.129          0.00000         0.586019E-04     0.720036E-05     0.666288E-04
  -717.851          0.00000         0.625163E-04     0.763022E-05     0.705030E-04
  -714.573          0.00000         0.666480E-04     0.810065E-05     0.745244E-04
  -711.295          0.00000         0.710025E-04     0.859708E-05     0.786932E-04
  -708.017          0.00000         0.755853E-04     0.913341E-05     0.830096E-04
  -704.739          0.00000         0.804017E-04     0.969000E-05     0.874731E-04
  -701.461          0.00000         0.854564E-04     0.102889E-04     0.920830E-04
  -698.184          0.00000         0.907540E-04     0.109208E-04     0.968383E-04
  -694.906          0.00000         0.962985E-04     0.115737E-04     0.101737E-03
  -691.628          0.00000         0.102094E-03     0.122967E-04     0.106779E-03
  -688.350          0.00000         0.108143E-03     0.130553E-04     0.111960E-03
  -685.072          0.00000         0.114449E-03     0.138453E-04     0.117279E-03
  -681.794          0.00000         0.121014E-03     0.146983E-04     0.122732E-03
  -678.516          0.00000         0.127840E-03     0.155532E-04     0.128318E-03
  -675.239          0.00000         0.134929E-03     0.164844E-04     0.134033E-03
  -671.961          0.00000         0.142279E-03     0.174400E-04     0.139873E-03
  -668.683          0.00000         0.149893E-03     0.184577E-04     0.145837E-03
  -665.405          0.00000         0.157769E-03     0.195146E-04     0.151920E-03
  -662.127          0.00000         0.165906E-03     0.206228E-04     0.158119E-03
  -658.849          0.00000         0.174302E-03     0.218002E-04     0.164433E-03
  -655.571          0.00000         0.182956E-03     0.230317E-04     0.170859E-03
  -652.294          0.00000         0.191863E-03     0.243475E-04     0.177394E-03
  -649.016          0.00000         0.201021E-03     0.256825E-04     0.184040E-03
  -645.738          0.00000         0.210425E-03     0.270616E-04     0.190794E-03
  -642.460          0.00000         0.220071E-03     0.285219E-04     0.197659E-03
  -639.182          0.00000         0.229954E-03     0.299928E-04     0.204637E-03
  -635.904          0.00000         0.240068E-03     0.315825E-04     0.211732E-03
  -632.626          0.00000         0.250407E-03     0.331905E-04     0.218948E-03
  -629.349          0.00000         0.260966E-03     0.349152E-04     0.226294E-03
  -626.071          0.00000         0.271738E-03     0.366380E-04     0.233780E-03
  -622.793          0.00000         0.282716E-03     0.383949E-04     0.241417E-03
  -619.515          0.00000         0.293896E-03     0.402215E-04     0.249222E-03
  -616.237          0.00000         0.305269E-03     0.421748E-04     0.257211E-03
  -612.959          0.00000         0.316832E-03     0.442179E-04     0.265407E-03
  -609.681         0.307192E-03     0.328578E-03     0.462738E-04     0.273835E-03
  -606.404         0.311470E-03     0.340504E-03     0.484225E-04     0.282525E-03
  -603.126         0.313643E-03     0.352605E-03     0.506041E-04     0.291510E-03
  -599.848         0.318059E-03     0.364880E-03     0.527728E-04     0.300829E-03
  -596.570         0.322571E-03     0.377326E-03     0.551324E-04     0.310525E-03
  -593.292         0.324863E-03     0.389947E-03     0.575246E-04     0.320649E-03
  -590.014         0.329524E-03     0.402742E-03     0.600007E-04     0.331253E-03
  -586.736         0.331892E-03     0.415719E-03     0.625354E-04     0.342400E-03
