 Total (p,pp) knockout cross section (mb)                                       
  
     27.372
  
 Momentum distributions
    Q_i             dS/dQ_z          dS/dQ_t          dS/dQ_y          dS/dQ
  (MeV/C)          (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)
  -986.635          0.00000         0.761914E-05     0.135974E-06     0.677087E-07
  -983.357          0.00000         0.767360E-05     0.248473E-06     0.640015E-07
  -980.079          0.00000         0.772741E-05     0.317620E-06     0.603051E-07
  -976.801          0.00000         0.778060E-05     0.376449E-06     0.566864E-07
  -973.524          0.00000         0.783323E-05     0.430308E-06     0.532216E-07
  -970.246          0.00000         0.788536E-05     0.484682E-06     0.499968E-07
  -966.968          0.00000         0.793706E-05     0.534011E-06     0.471087E-07
  -963.690          0.00000         0.798841E-05     0.572703E-06     0.446655E-07
  -960.412          0.00000         0.803954E-05     0.617304E-06     0.427870E-07
  -957.134          0.00000         0.809056E-05     0.656608E-06     0.416063E-07
  -953.856          0.00000         0.814162E-05     0.690849E-06     0.412695E-07
  -950.579          0.00000         0.819289E-05     0.731001E-06     0.419374E-07
  -947.301          0.00000         0.824455E-05     0.760436E-06     0.437858E-07
  -944.023          0.00000         0.829682E-05     0.801221E-06     0.470066E-07
  -940.745          0.00000         0.834993E-05     0.836773E-06     0.518089E-07
  -937.467          0.00000         0.840416E-05     0.867027E-06     0.584198E-07
  -934.189          0.00000         0.845980E-05     0.903397E-06     0.670853E-07
  -930.911          0.00000         0.851716E-05     0.934466E-06     0.780720E-07
  -927.634          0.00000         0.857661E-05     0.960330E-06     0.916681E-07
  -924.356          0.00000         0.863854E-05     0.997568E-06     0.108184E-06
  -921.078          0.00000         0.870336E-05     0.103001E-05     0.127956E-06
  -917.800          0.00000         0.877155E-05     0.105729E-05     0.151345E-06
  -914.522          0.00000         0.884360E-05     0.109607E-05     0.178739E-06
  -911.244          0.00000         0.892005E-05     0.112437E-05     0.210556E-06
  -907.966          0.00000         0.900150E-05     0.115859E-05     0.247246E-06
  -904.689          0.00000         0.908857E-05     0.118803E-05     0.289290E-06
  -901.411          0.00000         0.918193E-05     0.121796E-05     0.337206E-06
  -898.133          0.00000         0.928231E-05     0.124859E-05     0.391549E-06
  -894.855          0.00000         0.939049E-05     0.128017E-05     0.452915E-06
  -891.577          0.00000         0.950730E-05     0.132341E-05     0.521940E-06
  -888.299          0.00000         0.963361E-05     0.135660E-05     0.599309E-06
  -885.021          0.00000         0.977038E-05     0.139100E-05     0.685752E-06
  -881.744          0.00000         0.991859E-05     0.142623E-05     0.782053E-06
  -878.466          0.00000         0.100793E-04     0.146286E-05     0.889048E-06
  -875.188          0.00000         0.102537E-04     0.150045E-05     0.100763E-05
  -871.910          0.00000         0.104429E-04     0.152886E-05     0.113876E-05
  -868.632          0.00000         0.106482E-04     0.156949E-05     0.128346E-05
  -865.354          0.00000         0.108708E-04     0.161186E-05     0.144282E-05
  -862.076          0.00000         0.111123E-04     0.165641E-05     0.161800E-05
  -858.799          0.00000         0.113741E-04     0.170202E-05     0.181025E-05
  -855.521          0.00000         0.116577E-04     0.174490E-05     0.202089E-05
  -852.243          0.00000         0.119648E-04     0.179487E-05     0.225134E-05
  -848.965          0.00000         0.122971E-04     0.184767E-05     0.250309E-05
  -845.687          0.00000         0.126563E-04     0.190338E-05     0.277776E-05
  -842.409          0.00000         0.130443E-04     0.195001E-05     0.307704E-05
  -839.131          0.00000         0.134631E-04     0.201203E-05     0.340277E-05
  -835.854          0.00000         0.139147E-04     0.207007E-05     0.375685E-05
  -832.576          0.00000         0.144013E-04     0.213847E-05     0.414136E-05
  -829.298          0.00000         0.149251E-04     0.219838E-05     0.455847E-05
  -826.020          0.00000         0.154884E-04     0.227392E-05     0.501050E-05
  -822.742          0.00000         0.160936E-04     0.235431E-05     0.549990E-05
  -819.464          0.00000         0.167432E-04     0.243276E-05     0.602930E-05
  -816.186          0.00000         0.174398E-04     0.252328E-05     0.660145E-05
  -812.909          0.00000         0.181861E-04     0.260755E-05     0.721929E-05
  -809.631          0.00000         0.189849E-04     0.270350E-05     0.788593E-05
  -806.353          0.00000         0.198392E-04     0.281071E-05     0.860466E-05
  -803.075          0.00000         0.207518E-04     0.291271E-05     0.937894E-05
  -799.797          0.00000         0.217260E-04     0.303378E-05     0.102125E-04
  -796.519          0.00000         0.227648E-04     0.315290E-05     0.111091E-04
  -793.241          0.00000         0.238717E-04     0.327551E-05     0.120730E-04
  -789.964          0.00000         0.250501E-04     0.341915E-05     0.131083E-04
  -786.686          0.00000         0.263034E-04     0.356729E-05     0.142198E-04
  -783.408          0.00000         0.276353E-04     0.371879E-05     0.154120E-04
  -780.130          0.00000         0.290495E-04     0.388818E-05     0.166901E-04
  -776.852          0.00000         0.305498E-04     0.406267E-05     0.180593E-04
  -773.574          0.00000         0.321403E-04     0.423915E-05     0.195251E-04
  -770.296          0.00000         0.338249E-04     0.443843E-05     0.210933E-04
  -767.019          0.00000         0.356078E-04     0.465607E-05     0.227698E-04
  -763.741          0.00000         0.374932E-04     0.487330E-05     0.245610E-04
  -760.463          0.00000         0.394855E-04     0.510920E-05     0.264734E-04
  -757.185          0.00000         0.415892E-04     0.535381E-05     0.285137E-04
  -753.907          0.00000         0.438087E-04     0.561767E-05     0.306891E-04
  -750.629          0.00000         0.461488E-04     0.589989E-05     0.330068E-04
  -747.351          0.00000         0.486141E-04     0.619104E-05     0.354744E-04
  -744.074          0.00000         0.512095E-04     0.650737E-05     0.380997E-04
  -740.796          0.00000         0.539398E-04     0.683278E-05     0.408909E-04
  -737.518          0.00000         0.568100E-04     0.718735E-05     0.438562E-04
  -734.240          0.00000         0.598251E-04     0.753373E-05     0.470042E-04
  -730.962          0.00000         0.629903E-04     0.792999E-05     0.503438E-04
  -727.684          0.00000         0.663106E-04     0.835139E-05     0.538840E-04
  -724.406          0.00000         0.697913E-04     0.877261E-05     0.576342E-04
  -721.129          0.00000         0.734377E-04     0.923023E-05     0.616039E-04
  -717.851          0.00000         0.772549E-04     0.970635E-05     0.658031E-04
  -714.573          0.00000         0.812483E-04     0.102180E-04     0.702419E-04
  -711.295          0.00000         0.854232E-04     0.107523E-04     0.749306E-04
  -708.017          0.00000         0.897851E-04     0.113209E-04     0.798800E-04
  -704.739          0.00000         0.943392E-04     0.119074E-04     0.851013E-04
  -701.461          0.00000         0.990910E-04     0.125289E-04     0.906058E-04
  -698.184          0.00000         0.104046E-03     0.131771E-04     0.964055E-04
  -694.906          0.00000         0.109209E-03     0.138414E-04     0.102513E-03
  -691.628          0.00000         0.114587E-03     0.145763E-04     0.108940E-03
  -688.350          0.00000         0.120183E-03     0.153363E-04     0.115702E-03
  -685.072          0.00000         0.126005E-03     0.161228E-04     0.122812E-03
  -681.794          0.00000         0.132057E-03     0.169672E-04     0.130285E-03
  -678.516          0.00000         0.138345E-03     0.178115E-04     0.138137E-03
  -675.239          0.00000         0.144875E-03     0.187223E-04     0.146385E-03
  -671.961          0.00000         0.151653E-03     0.196512E-04     0.155048E-03
  -668.683          0.00000         0.158685E-03     0.206428E-04     0.164145E-03
