 Total (p,pp) knockout cross section (mb)                                       
  
      7.757
  
 Momentum distributions
    Q_i             dS/dQ_z          dS/dQ_t          dS/dQ_y          dS/dQ
  (MeV/C)          (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)
  -986.635          0.00000         0.344371E-05     0.617728E-07     0.158825E-06
  -983.357          0.00000         0.348283E-05     0.113142E-06     0.160596E-06
  -980.079          0.00000         0.352222E-05     0.145021E-06     0.162177E-06
  -976.801          0.00000         0.356187E-05     0.172381E-06     0.163551E-06
  -973.524          0.00000         0.360173E-05     0.197616E-06     0.164701E-06
  -970.246          0.00000         0.364180E-05     0.223210E-06     0.165609E-06
  -966.968          0.00000         0.368202E-05     0.246639E-06     0.166259E-06
  -963.690          0.00000         0.372238E-05     0.265353E-06     0.166632E-06
  -960.412          0.00000         0.376285E-05     0.286848E-06     0.166712E-06
  -957.134          0.00000         0.380338E-05     0.305995E-06     0.166482E-06
  -953.856          0.00000         0.384394E-05     0.322969E-06     0.165927E-06
  -950.579          0.00000         0.388449E-05     0.342716E-06     0.165031E-06
  -947.301          0.00000         0.392500E-05     0.357679E-06     0.163780E-06
  -944.023          0.00000         0.396542E-05     0.377843E-06     0.162161E-06
  -940.745          0.00000         0.400572E-05     0.395673E-06     0.160164E-06
  -937.467          0.00000         0.404585E-05     0.411115E-06     0.157776E-06
  -934.189          0.00000         0.408578E-05     0.429440E-06     0.154992E-06
  -930.911          0.00000         0.412546E-05     0.445339E-06     0.151804E-06
  -927.634          0.00000         0.416485E-05     0.458865E-06     0.148210E-06
  -924.356          0.00000         0.420391E-05     0.477518E-06     0.144207E-06
  -921.078          0.00000         0.424259E-05     0.494064E-06     0.139799E-06
  -917.800          0.00000         0.428086E-05     0.508199E-06     0.134991E-06
  -914.522          0.00000         0.431867E-05     0.527481E-06     0.129791E-06
  -911.244          0.00000         0.435600E-05     0.541917E-06     0.124213E-06
  -907.966          0.00000         0.439280E-05     0.558880E-06     0.118274E-06
  -904.689          0.00000         0.442904E-05     0.573569E-06     0.111997E-06
  -901.411          0.00000         0.446469E-05     0.588287E-06     0.105407E-06
  -898.133          0.00000         0.449972E-05     0.603131E-06     0.985385E-07
  -894.855          0.00000         0.453410E-05     0.618204E-06     0.914302E-07
  -891.577          0.00000         0.456783E-05     0.638248E-06     0.841276E-07
  -888.299          0.00000         0.460088E-05     0.653387E-06     0.766834E-07
  -885.021          0.00000         0.463324E-05     0.668784E-06     0.691579E-07
  -881.744          0.00000         0.466491E-05     0.684133E-06     0.616199E-07
  -878.466          0.00000         0.469591E-05     0.699701E-06     0.541469E-07
  -875.188          0.00000         0.472623E-05     0.715121E-06     0.468260E-07
  -871.910          0.00000         0.475590E-05     0.725900E-06     0.397549E-07
  -868.632          0.00000         0.478494E-05     0.741537E-06     0.330420E-07
  -865.354          0.00000         0.481341E-05     0.757363E-06     0.268077E-07
  -862.076          0.00000         0.484135E-05     0.773425E-06     0.211852E-07
  -858.799          0.00000         0.486883E-05     0.789236E-06     0.163209E-07
  -855.521          0.00000         0.489592E-05     0.802789E-06     0.123759E-07
  -852.243          0.00000         0.492272E-05     0.818858E-06     0.952660E-08
  -848.965          0.00000         0.494934E-05     0.835016E-06     0.796571E-08
  -845.687          0.00000         0.497589E-05     0.851334E-06     0.790333E-08
  -842.409          0.00000         0.500253E-05     0.862328E-06     0.956796E-08
  -839.131          0.00000         0.502943E-05     0.878999E-06     0.132076E-07
  -835.854          0.00000         0.505675E-05     0.892960E-06     0.190907E-07
