 Total (p,pp) knockout cross section (mb)                                       
  
     10.780
  
 Momentum distributions
    Q_i             dS/dQ_z          dS/dQ_t          dS/dQ_y          dS/dQ
  (MeV/C)          (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)
  -986.635          0.00000         0.980727E-05     0.178411E-06     0.250977E-05
  -983.357          0.00000         0.989085E-05     0.326266E-06     0.250690E-05
  -980.079          0.00000         0.997187E-05     0.417392E-06     0.250161E-05
  -976.801          0.00000         0.100501E-04     0.495061E-06     0.249387E-05
  -973.524          0.00000         0.101252E-04     0.566225E-06     0.248364E-05
  -970.246          0.00000         0.101971E-04     0.638045E-06     0.247089E-05
  -966.968          0.00000         0.102655E-04     0.703195E-06     0.245562E-05
  -963.690          0.00000         0.103301E-04     0.754300E-06     0.243783E-05
  -960.412          0.00000         0.103907E-04     0.813014E-06     0.241755E-05
  -957.134          0.00000         0.104470E-04     0.864580E-06     0.239483E-05
  -953.856          0.00000         0.104989E-04     0.909315E-06     0.236973E-05
  -950.579          0.00000         0.105462E-04     0.961551E-06     0.234233E-05
  -947.301          0.00000         0.105886E-04     0.999427E-06     0.231275E-05
  -944.023          0.00000         0.106259E-04     0.105185E-05     0.228111E-05
  -940.745          0.00000         0.106579E-04     0.109706E-05     0.224759E-05
  -937.467          0.00000         0.106846E-04     0.113481E-05     0.221236E-05
  -934.189          0.00000         0.107056E-04     0.118009E-05     0.217566E-05
  -930.911          0.00000         0.107210E-04     0.121783E-05     0.213773E-05
  -927.634          0.00000         0.107306E-04     0.124814E-05     0.209887E-05
  -924.356          0.00000         0.107343E-04     0.129271E-05     0.205938E-05
  -921.078          0.00000         0.107320E-04     0.133018E-05     0.201965E-05
  -917.800          0.00000         0.107237E-04     0.136004E-05     0.198006E-05
  -914.522          0.00000         0.107095E-04     0.140414E-05     0.194107E-05
  -911.244          0.00000         0.106894E-04     0.143340E-05     0.190316E-05
  -907.966          0.00000         0.106634E-04     0.146942E-05     0.186689E-05
  -904.689          0.00000         0.106317E-04     0.149794E-05     0.183283E-05
  -901.411          0.00000         0.105944E-04     0.152615E-05     0.180162E-05
  -898.133          0.00000         0.105519E-04     0.155382E-05     0.177398E-05
  -894.855          0.00000         0.105042E-04     0.158129E-05     0.175064E-05
  -891.577          0.00000         0.104519E-04     0.162271E-05     0.173244E-05
  -888.299          0.00000         0.103952E-04     0.164904E-05     0.172025E-05
  -885.021          0.00000         0.103346E-04     0.167506E-05     0.171502E-05
  -881.744          0.00000         0.102708E-04     0.170071E-05     0.171777E-05
  -878.466          0.00000         0.102042E-04     0.172598E-05     0.172958E-05
  -875.188          0.00000         0.101356E-04     0.175065E-05     0.175162E-05
  -871.910          0.00000         0.100657E-04     0.176059E-05     0.178512E-05
  -868.632          0.00000         0.999554E-05     0.178467E-05     0.183141E-05
  -865.354          0.00000         0.992593E-05     0.180848E-05     0.189187E-05
  -862.076          0.00000         0.985800E-05     0.183210E-05     0.196799E-05
  -858.799          0.00000         0.979291E-05     0.185562E-05     0.206135E-05
  -855.521          0.00000         0.973197E-05     0.187145E-05     0.217358E-05
  -852.243          0.00000         0.967657E-05     0.189497E-05     0.230643E-05
  -848.965          0.00000         0.962825E-05     0.191846E-05     0.246174E-05
  -845.687          0.00000         0.958868E-05     0.194202E-05     0.264142E-05
