 Total (p,pp) knockout cross section (mb)                                       
  
      8.325
  
 Momentum distributions
    Q_i             dS/dQ_z          dS/dQ_t          dS/dQ_y          dS/dQ
  (MeV/C)          (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)
  -986.635          0.00000         0.320226E-05     0.575227E-07     0.140784E-06
  -983.357          0.00000         0.323924E-05     0.105368E-06     0.142833E-06
  -980.079          0.00000         0.327656E-05     0.135074E-06     0.144745E-06
  -976.801          0.00000         0.331421E-05     0.160582E-06     0.146506E-06
  -973.524          0.00000         0.335215E-05     0.184119E-06     0.148099E-06
  -970.246          0.00000         0.339038E-05     0.207999E-06     0.149508E-06
  -966.968          0.00000         0.342886E-05     0.229872E-06     0.150718E-06
  -963.690          0.00000         0.346757E-05     0.247366E-06     0.151713E-06
  -960.412          0.00000         0.350648E-05     0.267458E-06     0.152476E-06
  -957.134          0.00000         0.354557E-05     0.285374E-06     0.152991E-06
  -953.856          0.00000         0.358480E-05     0.301279E-06     0.153243E-06
  -950.579          0.00000         0.362413E-05     0.319779E-06     0.153215E-06
  -947.301          0.00000         0.366354E-05     0.333836E-06     0.152893E-06
  -944.023          0.00000         0.370299E-05     0.352748E-06     0.152263E-06
  -940.745          0.00000         0.374245E-05     0.369499E-06     0.151310E-06
  -937.467          0.00000         0.378186E-05     0.384039E-06     0.150022E-06
  -934.189          0.00000         0.382121E-05     0.401282E-06     0.148387E-06
  -930.911          0.00000         0.386044E-05     0.416279E-06     0.146396E-06
  -927.634          0.00000         0.389951E-05     0.429079E-06     0.144041E-06
  -924.356          0.00000         0.393838E-05     0.446667E-06     0.141313E-06
  -921.078          0.00000         0.397702E-05     0.462315E-06     0.138209E-06
  -917.800          0.00000         0.401537E-05     0.475734E-06     0.134726E-06
  -914.522          0.00000         0.405341E-05     0.493960E-06     0.130863E-06
  -911.244          0.00000         0.409107E-05     0.507693E-06     0.126625E-06
  -907.966          0.00000         0.412834E-05     0.523790E-06     0.122015E-06
  -904.689          0.00000         0.416516E-05     0.537791E-06     0.117044E-06
  -901.411          0.00000         0.420149E-05     0.551827E-06     0.111725E-06
  -898.133          0.00000         0.423731E-05     0.565999E-06     0.106074E-06
  -894.855          0.00000         0.427258E-05     0.580404E-06     0.100112E-06
  -891.577          0.00000         0.430726E-05     0.599444E-06     0.938662E-07
  -888.299          0.00000         0.434133E-05     0.613937E-06     0.873674E-07
  -885.021          0.00000         0.437475E-05     0.628691E-06     0.806529E-07
  -881.744          0.00000         0.440752E-05     0.643403E-06     0.737662E-07
  -878.466          0.00000         0.443961E-05     0.658338E-06     0.667574E-07
  -875.188          0.00000         0.447101E-05     0.673135E-06     0.596844E-07
  -871.910          0.00000         0.450172E-05     0.683636E-06     0.526128E-07
  -868.632          0.00000         0.453174E-05     0.698652E-06     0.456171E-07
  -865.354          0.00000         0.456108E-05     0.713857E-06     0.387813E-07
  -862.076          0.00000         0.458975E-05     0.729294E-06     0.321995E-07
  -858.799          0.00000         0.461778E-05     0.744477E-06     0.259769E-07
  -855.521          0.00000         0.464520E-05     0.757573E-06     0.202308E-07
  -852.243          0.00000         0.467207E-05     0.772994E-06     0.150911E-07
  -848.965          0.00000         0.469844E-05     0.788491E-06     0.107017E-07
  -845.687          0.00000         0.472438E-05     0.804134E-06     0.722099E-08
  -842.409          0.00000         0.474999E-05     0.814794E-06     0.482340E-08
  -839.131          0.00000         0.477536E-05     0.830738E-06     0.370014E-08
  -835.854          0.00000         0.480061E-05     0.844116E-06     0.406036E-08
  -832.576          0.00000         0.482588E-05     0.860012E-06     0.613229E-08
  -829.298          0.00000         0.485134E-05     0.871178E-06     0.101644E-07
  -826.020          0.00000         0.487715E-05     0.887219E-06     0.164264E-07
  -822.742          0.00000         0.490351E-05     0.903373E-06     0.252107E-07
  -819.464          0.00000         0.493067E-05     0.916859E-06     0.368334E-07
  -816.186          0.00000         0.495886E-05     0.933470E-06     0.516356E-07
  -812.909          0.00000         0.498837E-05     0.945387E-06     0.699846E-07
  -809.631          0.00000         0.501950E-05     0.959901E-06     0.922749E-07
  -806.353          0.00000         0.505261E-05     0.976685E-06     0.118930E-06
  -803.075          0.00000         0.508806E-05     0.989066E-06     0.150403E-06
  -799.797          0.00000         0.512627E-05     0.100660E-05     0.187179E-06
  -796.519          0.00000         0.516768E-05     0.102167E-05     0.229775E-06
  -793.241          0.00000         0.521278E-05     0.103468E-05     0.278741E-06
  -789.964          0.00000         0.526210E-05     0.105309E-05     0.334666E-06
  -786.686          0.00000         0.531621E-05     0.106964E-05     0.398171E-06
  -783.408          0.00000         0.537574E-05     0.108416E-05     0.469920E-06
  -780.130          0.00000         0.544134E-05     0.110383E-05     0.550613E-06
  -776.852          0.00000         0.551373E-05     0.112174E-05     0.640995E-06
  -773.574          0.00000         0.559368E-05     0.113778E-05     0.741852E-06
  -770.296          0.00000         0.568201E-05     0.115689E-05     0.854018E-06
  -767.019          0.00000         0.577960E-05     0.117961E-05     0.978373E-06
  -763.741          0.00000         0.588739E-05     0.119830E-05     0.111584E-05
  -760.463          0.00000         0.600638E-05     0.122037E-05     0.126742E-05
  -757.185          0.00000         0.613763E-05     0.124110E-05     0.143412E-05
  -753.907          0.00000         0.628226E-05     0.126542E-05     0.161706E-05
  -750.629          0.00000         0.644148E-05     0.129315E-05     0.181737E-05
  -747.351          0.00000         0.661654E-05     0.131793E-05     0.203628E-05
  -744.074          0.00000         0.680879E-05     0.134675E-05     0.227506E-05
  -740.796          0.00000         0.701964E-05     0.137492E-05     0.253506E-05
  -737.518          0.00000         0.725059E-05     0.140756E-05     0.281769E-05
  -734.240          0.00000         0.750319E-05     0.143851E-05     0.312445E-05
  -730.962          0.00000         0.777911E-05     0.147554E-05     0.345689E-05
  -727.684          0.00000         0.808008E-05     0.151737E-05     0.381668E-05
  -724.406          0.00000         0.840792E-05     0.155645E-05     0.420554E-05
  -721.129          0.00000         0.876454E-05     0.160125E-05     0.462527E-05
  -717.851          0.00000         0.915194E-05     0.164696E-05     0.507779E-05
  -714.573          0.00000         0.957222E-05     0.169870E-05     0.556509E-05
  -711.295          0.00000         0.100275E-04     0.175186E-05     0.608924E-05
  -708.017          0.00000         0.105202E-04     0.181140E-05     0.665243E-05
  -704.739          0.00000         0.110526E-04     0.187232E-05     0.725694E-05
  -701.461          0.00000         0.116271E-04     0.194023E-05     0.790513E-05
  -698.184          0.00000         0.122464E-04     0.201130E-05     0.859949E-05
  -694.906          0.00000         0.129132E-04     0.208774E-05     0.934258E-05
  -691.628          0.00000         0.136301E-04     0.217092E-05     0.101371E-04
  -688.350          0.00000         0.144000E-04     0.226135E-05     0.109858E-04
  -685.072          0.00000         0.152260E-04     0.235618E-05     0.118916E-04
  -681.794          0.00000         0.161111E-04     0.246121E-05     0.128574E-04
  -678.516          0.00000         0.170583E-04     0.256755E-05     0.138864E-04
  -675.239          0.00000         0.180711E-04     0.268632E-05     0.149816E-04
  -671.961          0.00000         0.191526E-04     0.281037E-05     0.161466E-04
  -668.683          0.00000         0.203064E-04     0.294495E-05     0.173845E-04
  -665.405          0.00000         0.215360E-04     0.308461E-05     0.186989E-04
  -662.127          0.00000         0.228449E-04     0.323690E-05     0.200934E-04
  -658.849          0.00000         0.242369E-04     0.340314E-05     0.215717E-04
  -655.571          0.00000         0.257157E-04     0.357937E-05     0.231375E-04
  -652.294          0.00000         0.272851E-04     0.377228E-05     0.247949E-04
  -649.016          0.00000         0.289492E-04     0.397264E-05     0.265478E-04
  -645.738          0.00000         0.307117E-04     0.418602E-05     0.284002E-04
  -642.460          0.00000         0.325768E-04     0.441451E-05     0.303565E-04
  -639.182          0.00000         0.345485E-04     0.464882E-05     0.324210E-04
  -635.904          0.00000         0.366310E-04     0.491168E-05     0.345981E-04
  -632.626          0.00000         0.388285E-04     0.518096E-05     0.368924E-04
  -629.349          0.00000         0.411451E-04     0.547878E-05     0.393087E-04
  -626.071          0.00000         0.435851E-04     0.578342E-05     0.418519E-04
  -622.793          0.00000         0.461528E-04     0.610563E-05     0.445269E-04
  -619.515          0.00000         0.488525E-04     0.644177E-05     0.473391E-04
  -616.237          0.00000         0.516886E-04     0.681306E-05     0.502938E-04
  -612.959          0.00000         0.546653E-04     0.721177E-05     0.533968E-04
  -609.681         0.256742E-03     0.577870E-04     0.762493E-05     0.566539E-04
  -606.404         0.260338E-03     0.610581E-04     0.806675E-05     0.600712E-04
  -603.126         0.262166E-03     0.644830E-04     0.852434E-05     0.636554E-04
  -599.848         0.265879E-03     0.680661E-04     0.899459E-05     0.674131E-04
  -596.570         0.269673E-03     0.718117E-04     0.951859E-05     0.713517E-04
  -593.292         0.271601E-03     0.757243E-04     0.100594E-04     0.754788E-04
  -590.014         0.275520E-03     0.798084E-04     0.106328E-04     0.798026E-04
  -586.736         0.277512E-03     0.840684E-04     0.112402E-04     0.843319E-04
  -583.459         0.281563E-03     0.885087E-04     0.118623E-04     0.890760E-04
  -580.181         0.285704E-03     0.931341E-04     0.125348E-04     0.940450E-04
  -576.903         0.287810E-03     0.979490E-04     0.132249E-04     0.992499E-04
  -573.625         0.292093E-03     0.102958E-03     0.139448E-04     0.104703E-03
  -570.347         0.294271E-03     0.108167E-03     0.147266E-04     0.110416E-03
  -567.069         0.298702E-03     0.113579E-03     0.155163E-04     0.116403E-03
  -563.791         0.303236E-03     0.119201E-03     0.163591E-04     0.122680E-03
  -560.514         0.305542E-03     0.125038E-03     0.172467E-04     0.129264E-03
  -557.236         0.310236E-03     0.131094E-03     0.182005E-04     0.136172E-03
  -553.958         0.315041E-03     0.137378E-03     0.191822E-04     0.143425E-03
  -550.680         0.317486E-03     0.143893E-03     0.201874E-04     0.151044E-03
  -547.402         0.322464E-03     0.150649E-03     0.212581E-04     0.159053E-03
  -544.124         0.324998E-03     0.157651E-03     0.223429E-04     0.167479E-03
  -540.846         0.330158E-03     0.164907E-03     0.235216E-04     0.176351E-03
  -537.569         0.335444E-03     0.172428E-03     0.247414E-04     0.185699E-03
  -534.291         0.338136E-03     0.180222E-03     0.260289E-04     0.195560E-03
  -531.013         0.343619E-03     0.188299E-03     0.273626E-04     0.205970E-03
  -527.735         0.346412E-03     0.196672E-03     0.287454E-04     0.216971E-03
  -524.457         0.352103E-03     0.205353E-03     0.301394E-04     0.228608E-03
  -521.179         0.357937E-03     0.214357E-03     0.316598E-04     0.240931E-03
  -517.901         0.360910E-03     0.223699E-03     0.332595E-04     0.253994E-03
  -514.624         0.366971E-03     0.233398E-03     0.348942E-04     0.267856E-03
  -511.346         0.373188E-03     0.243474E-03     0.366169E-04     0.282579E-03
  -508.068         0.376357E-03     0.253947E-03     0.384283E-04     0.298233E-03
  -504.790         0.382821E-03     0.264844E-03     0.402690E-04     0.314892E-03
  -501.512         0.386116E-03     0.276191E-03     0.421865E-04     0.332637E-03
  -498.234         0.392838E-03     0.288019E-03     0.442668E-04     0.351555E-03
  -494.956         0.399741E-03     0.300361E-03     0.464699E-04     0.371739E-03
  -491.679         0.403262E-03     0.313254E-03     0.487054E-04     0.393289E-03
  -488.401         0.410448E-03     0.326740E-03     0.510217E-04     0.416312E-03
  -485.123         0.414115E-03     0.340864E-03     0.534871E-04     0.440924E-03
  -481.845         0.421600E-03     0.355675E-03     0.560851E-04     0.467245E-03
  -478.567         0.429294E-03     0.371230E-03     0.587801E-04     0.495406E-03
  -475.289         0.433222E-03     0.387587E-03     0.615753E-04     0.525544E-03
  -472.011         0.441244E-03     0.404813E-03     0.645019E-04     0.557806E-03
  -468.734         0.449495E-03     0.422981E-03     0.676178E-04     0.592345E-03
  -465.456         0.453709E-03     0.442168E-03     0.708240E-04     0.629325E-03
  -462.178         0.462321E-03     0.462459E-03     0.742847E-04     0.668914E-03
  -458.900         0.466721E-03     0.483948E-03     0.779491E-04     0.711294E-03
  -455.622         0.475715E-03     0.506734E-03     0.818537E-04     0.756651E-03
  -452.344         0.484977E-03     0.530925E-03     0.858138E-04     0.805180E-03
  -449.066         0.489712E-03     0.556639E-03     0.901048E-04     0.857085E-03
  -445.789         0.499397E-03     0.584002E-03     0.947405E-04     0.912578E-03
  -442.511         0.504349E-03     0.613146E-03     0.995100E-04     0.971878E-03
  -439.233         0.514483E-03     0.644218E-03     0.104682E-03     0.103521E-02
  -435.955         0.524933E-03     0.677370E-03     0.110054E-03     0.110281E-02
  -432.677         0.530280E-03     0.712768E-03     0.115671E-03     0.117492E-02
  -429.399         0.541229E-03     0.750587E-03     0.121680E-03     0.125178E-02
