 Total (p,pp) knockout cross section (mb)                                       
  
     17.915
  
 Momentum distributions
    Q_i             dS/dQ_z          dS/dQ_t          dS/dQ_y          dS/dQ
  (MeV/C)          (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)       (mb/MeV/c)
  -986.635          0.00000         0.585945E-05     0.105359E-06     0.249824E-06
  -983.357          0.00000         0.593016E-05     0.193048E-06     0.255250E-06
  -980.079          0.00000         0.600175E-05     0.247558E-06     0.260549E-06
  -976.801          0.00000         0.607419E-05     0.294418E-06     0.265693E-06
  -973.524          0.00000         0.614744E-05     0.337703E-06     0.270653E-06
  -970.246          0.00000         0.622147E-05     0.381651E-06     0.275399E-06
  -966.968          0.00000         0.629623E-05     0.421959E-06     0.279899E-06
  -963.690          0.00000         0.637168E-05     0.454282E-06     0.284120E-06
  -960.412          0.00000         0.644777E-05     0.491399E-06     0.288027E-06
  -957.134          0.00000         0.652443E-05     0.524556E-06     0.291586E-06
  -953.856          0.00000         0.660160E-05     0.554074E-06     0.294761E-06
  -950.579          0.00000         0.667923E-05     0.588382E-06     0.297515E-06
  -947.301          0.00000         0.675723E-05     0.614591E-06     0.299811E-06
  -944.023          0.00000         0.683554E-05     0.649723E-06     0.301613E-06
  -940.745          0.00000         0.691407E-05     0.680929E-06     0.302883E-06
  -937.467          0.00000         0.699274E-05     0.708116E-06     0.303586E-06
  -934.189          0.00000         0.707145E-05     0.740311E-06     0.303685E-06
  -930.911          0.00000         0.715013E-05     0.768420E-06     0.303146E-06
  -927.634          0.00000         0.722866E-05     0.792534E-06     0.301936E-06
  -924.356          0.00000         0.730696E-05     0.825445E-06     0.300023E-06
  -921.078          0.00000         0.738491E-05     0.854867E-06     0.297378E-06
  -917.800          0.00000         0.746242E-05     0.880233E-06     0.293974E-06
  -914.522          0.00000         0.753937E-05     0.914430E-06     0.289789E-06
  -911.244          0.00000         0.761565E-05     0.940436E-06     0.284802E-06
  -907.966          0.00000         0.769115E-05     0.970785E-06     0.278997E-06
  -904.689          0.00000         0.776576E-05     0.997336E-06     0.272364E-06
  -901.411          0.00000         0.783936E-05     0.102395E-05     0.264896E-06
  -898.133          0.00000         0.791184E-05     0.105085E-05     0.256595E-06
  -894.855          0.00000         0.798309E-05     0.107820E-05     0.247467E-06
  -891.577          0.00000         0.805300E-05     0.111403E-05     0.237528E-06
  -888.299          0.00000         0.812146E-05     0.114155E-05     0.226799E-06
  -885.021          0.00000         0.818836E-05     0.116958E-05     0.215314E-06
  -881.744          0.00000         0.825360E-05     0.119751E-05     0.203116E-06
  -878.466          0.00000         0.831709E-05     0.122586E-05     0.190258E-06
  -875.188          0.00000         0.837874E-05     0.125392E-05     0.176807E-06
  -871.910          0.00000         0.843847E-05     0.127414E-05     0.162845E-06
  -868.632          0.00000         0.849619E-05     0.130256E-05     0.148468E-06
  -865.354          0.00000         0.855186E-05     0.133132E-05     0.133788E-06
  -862.076          0.00000         0.860542E-05     0.136048E-05     0.118937E-06
  -858.799          0.00000         0.865683E-05     0.138909E-05     0.104067E-06
  -855.521          0.00000         0.870607E-05     0.141385E-05     0.893502E-07
  -852.243          0.00000         0.875314E-05     0.144279E-05     0.749852E-07
  -848.965          0.00000         0.879806E-05     0.147180E-05     0.611948E-07
  -845.687          0.00000         0.884086E-05     0.150100E-05     0.482299E-07
  -842.409          0.00000         0.888161E-05     0.152095E-05     0.363716E-07
  -839.131          0.00000         0.892039E-05     0.155052E-05     0.259331E-07
  -835.854          0.00000         0.895733E-05     0.157525E-05     0.172624E-07
  -832.576          0.00000         0.899258E-05     0.160446E-05     0.107442E-07
  -829.298          0.00000         0.902632E-05     0.162486E-05     0.680243E-08
  -826.020          0.00000         0.905878E-05     0.165405E-05     0.590264E-08
  -822.742          0.00000         0.909023E-05     0.168326E-05     0.855441E-08
  -819.464          0.00000         0.912099E-05     0.170735E-05     0.153137E-07
  -816.186          0.00000         0.915142E-05     0.173704E-05     0.267855E-07
  -812.909          0.00000         0.918194E-05     0.175789E-05     0.436257E-07
  -809.631          0.00000         0.921304E-05     0.178328E-05     0.665440E-07
  -806.353          0.00000         0.924523E-05     0.181254E-05     0.963062E-07
  -803.075          0.00000         0.927914E-05     0.183349E-05     0.133737E-06
  -799.797          0.00000         0.931544E-05     0.186363E-05     0.179720E-06
  -796.519          0.00000         0.935487E-05     0.188900E-05     0.235205E-06
  -793.241          0.00000         0.939826E-05     0.191021E-05     0.301206E-06
  -789.964          0.00000         0.944652E-05     0.194102E-05     0.378806E-06
  -786.686          0.00000         0.950066E-05     0.196805E-05     0.469158E-06
  -783.408          0.00000         0.956176E-05     0.199096E-05     0.573491E-06
  -780.130          0.00000         0.963103E-05     0.202304E-05     0.693111E-06
  -776.852          0.00000         0.970975E-05     0.205151E-05     0.829402E-06
  -773.574          0.00000         0.979932E-05     0.207624E-05     0.983836E-06
  -770.296          0.00000         0.990127E-05     0.210590E-05     0.115797E-05
  -767.019          0.00000         0.100172E-04     0.214187E-05     0.135346E-05
  -763.741          0.00000         0.101489E-04     0.217004E-05     0.157204E-05
  -760.463          0.00000         0.102983E-04     0.220400E-05     0.181557E-05
  -757.185          0.00000         0.104673E-04     0.223496E-05     0.208600E-05
  -753.907          0.00000         0.106581E-04     0.227212E-05     0.238541E-05
